asset,event_id,event_title,source_sheet,panel,source_kind,creator,credit,sha256
aubm_v4_continental_state,9280000,Compatibility Review: V4 Campaign State,tools/art_sources/v4_events/sheet_01_foundation.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,bcb7f72560927632f93e82f5d8cf13144cc2739dc5f23e75feeadd80673a386b
aubm_v4_china_war_deepens,9280600,Indian Aid Reaches China,tools/art_sources/v4_events/sheet_15_china_and_burma.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,9176c778d305212cdd37fef530913600086995a88090edf9f2fa88990645e948
aubm_v4_tokyo_proposition,9280601,India Expands the Burma Road,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_tokyo_proposition,9280602,Indian Strategic Goods Reach Japan,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_barbarossa_reaction,9280603,Indian Machinery and Medicine,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_grand_strategy,9280604,Indian Continental Trade,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_indian_ocean_war,9280605,India Escorts Indian Ocean Commerce,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
aubm_v4_london_settlement,9280606,India Demands Reciprocal Command,tools/art_sources/v4_events/sheet_06_storm_and_diplomacy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,86e8863c070c7216efc1281220051a2bac0903100d780bb569640f2910416035
aubm_v4_grand_strategy,9280607,The Indian Continental Mission,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9280608,The Indian Technical Compact,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_tokyo_proposition,9280609,Delhi Proposes a Bilateral Asian Compact,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_tokyo_proposition,9280610,Tokyo Protests the Burma Road,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_china_war_deepens,9280611,China Condemns Indian Trade with Japan,tools/art_sources/v4_events/sheet_15_china_and_burma.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,9176c778d305212cdd37fef530913600086995a88090edf9f2fa88990645e948
aubm_v4_london_settlement,9280612,London Accepts Sovereign Cooperation,tools/art_sources/v4_events/sheet_06_storm_and_diplomacy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,86e8863c070c7216efc1281220051a2bac0903100d780bb569640f2910416035
aubm_v4_grand_strategy,9280613,Berlin Offers a Restricted Mission,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9280614,Soviet Advisers Reach India,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_tokyo_proposition,9280615,Tokyo Accepts the Language of Equality,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_asian_strategy_menu,9280616,India Calls an Asian Security Conference,tools/art_sources/v4_events/sheet_18_asian_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,3343af494faf5e348550658b6d798aa3091bd49d83868585791b574b54caf6bf
aubm_v4_asian_strategy_menu,9280617,China Answers the Delhi Conference,tools/art_sources/v4_events/sheet_18_asian_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,3343af494faf5e348550658b6d798aa3091bd49d83868585791b574b54caf6bf
aubm_v4_asian_strategy_menu,9280618,India Invites Siam to Delhi,tools/art_sources/v4_events/sheet_18_asian_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,3343af494faf5e348550658b6d798aa3091bd49d83868585791b574b54caf6bf
aubm_v4_asian_strategy_menu,9280619,Siam Attends the Delhi Conference,tools/art_sources/v4_events/sheet_18_asian_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,3343af494faf5e348550658b6d798aa3091bd49d83868585791b574b54caf6bf
aubm_v4_india_world_war,9280620,India Sends Emergency Aid,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_india_world_war,9280621,Delhi Offers Mediation,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_barbarossa_reaction,9280622,India Funds a Sovereign Corridor,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_japan_southern_choice,9280623,India Proposes Pacific Coordination,tools/art_sources/v4_events/sheet_16_widening_war.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,c95e2eeb0f1e20a7737771a3dd7b4645705efbb0571ee377ce418f285d17cbba
aubm_v4_london_settlement,9280624,London Acknowledges Indian Sovereignty,tools/art_sources/v4_events/sheet_06_storm_and_diplomacy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,86e8863c070c7216efc1281220051a2bac0903100d780bb569640f2910416035
aubm_v4_india_world_war,9280625,Baghdad Accepts Delhi's Mediation,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,5a51f0378768da3aab125bf945a6b7167558a260070054ef6bb37a3ab6cd2aa3
aubm_v4_barbarossa_reaction,9280626,Tehran Opens the Sovereign Corridor,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_japan_southern_choice,9280627,Washington Answers Delhi,tools/art_sources/v4_events/sheet_16_widening_war.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,c95e2eeb0f1e20a7737771a3dd7b4645705efbb0571ee377ce418f285d17cbba
aubm_v4_london_settlement,9280630,India Enters the Allied Coalition,tools/art_sources/v4_events/sheet_06_storm_and_diplomacy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,86e8863c070c7216efc1281220051a2bac0903100d780bb569640f2910416035
aubm_v4_grand_strategy,9280631,India Enters the Continental Coalition,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9280632,India Enters the Socialist Coalition,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_tokyo_proposition,9280633,India Enters a Separate Asian Coalition,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_london_settlement,9280634,British Equipment Reaches India,tools/art_sources/v4_events/sheet_06_storm_and_diplomacy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,86e8863c070c7216efc1281220051a2bac0903100d780bb569640f2910416035
aubm_v4_grand_strategy,9280635,The Blockade Mission Arrives,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9280636,The Tashkent Trains Arrive,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_tokyo_proposition,9280637,Tokyo Accepts Separate Indian Command,tools/art_sources/v4_events/sheet_07_expertise_and_command.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,72f1dd36f61134db42094e1fc512827c4a813776ca4c3933b80d7ed1c8e9e4f9
aubm_v4_war_aims,9280640,India Claims a Great-Power Seat,tools/art_sources/v4_events/sheet_11_fleet_and_war_aims.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ad2affc4805fb9ea472b0af3f1803143f91c1df0debf40e693a9d9bca6c57ecd
aubm_v4_asian_strategy_menu,9280641,India Proposes an Asian Decolonization Charter,tools/art_sources/v4_events/sheet_18_asian_strategy.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,3343af494faf5e348550658b6d798aa3091bd49d83868585791b574b54caf6bf
aubm_v4_indian_ocean_war,9280642,India Proposes an Indian Ocean Charter,tools/art_sources/v4_events/sheet_16_widening_war.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,e1e9ab13cb5292b686709d4fbbba4a7616b29efeb8b9ab14822709c78800ce7a
